,id,type,date,date_unixtime,from,from_id,text,text_entities,edited,edited_unixtime,forwarded_from,file,thumbnail,media_type,mime_type,duration_seconds,width,height,photo,title,actor,actor_id,action,message_id
109,3223,message,2022-03-15T14:37:13,1647344233,Накипело. Майкл Наки,channel1136078154,"['Запустили новый подкаст «Хуй войне». В нем Петя Рузавин и Наталка Гуменюк, заставшие вторжение в Киеве, рассказывают и том, что происходит в Украине (первый выпуск это во многом как раз о них самих)\n\nТак что слушайте всюду: ', {'type': 'link', 'text': 'https://zona.media/podcast/fuck-war'}, '']","[{'type': 'plain', 'text': 'Запустили новый подкаст «Хуй войне». В нем Петя Рузавин и Наталка Гуменюк, заставшие вторжение в Киеве, рассказывают и том, что происходит в Украине (первый выпуск это во многом как раз о них самих)\n\nТак что слушайте всюду: '}, {'type': 'link', 'text': 'https://zona.media/podcast/fuck-war'}, {'type': 'plain', 'text': ''}]",,,"Да, Сковорода",,,,,,1280.0,723.0,(File not included. Change data exporting settings to download.),,,,,
110,3224,message,2022-03-15T14:49:58,1647344998,Накипело. Майкл Наки,channel1136078154,"['Самая громкая история прошедшего дня -- удар ракетой Точка-У по Донецку. Увы, обстрелы российскими войсками городов Украины — давно не новость. В том числе, жилых кварталов. Но со стороны ВСУ ещё не было военных преступлений, присущих армии Путина. Но кто на самом деле запустил эту ракету, и каким образом мы можем это установить? Если про первый вопрос вы уже догадываетесь — Точка-У была запущена с территории, контролируемой российскими войсками — то на второй подробно отвечает Руслан Левиев. Также обсудили с ним, чего именно Россия хочет от Китая. Скорее всего, беспилотников.\n\n', {'type': 'link', 'text': 'https://youtu.be/XkEfWsBiQd8'}, '']","[{'type': 'plain', 'text': 'Самая громкая история прошедшего дня -- удар ракетой Точка-У по Донецку. Увы, обстрелы российскими войсками городов Украины — давно не новость. В том числе, жилых кварталов. Но со стороны ВСУ ещё не было военных преступлений, присущих армии Путина. Но кто на самом деле запустил эту ракету, и каким образом мы можем это установить? Если про первый вопрос вы уже догадываетесь — Точка-У была запущена с территории, контролируемой российскими войсками — то на второй подробно отвечает Руслан Левиев. Также обсудили с ним, чего именно Россия хочет от Китая. Скорее всего, беспилотников.\n\n'}, {'type': 'link', 'text': 'https://youtu.be/XkEfWsBiQd8'}, {'type': 'plain', 'text': ''}]",2022-03-15T15:18:11,1647346691,,,,,,,,,,,,,,
111,3225,message,2022-03-15T18:39:27,1647358767,Накипело. Майкл Наки,channel1136078154,"['Самое жуткое видео на канале. В нем нет фото разрушений или чудовищных цифр. Это просто рассказ журналистки Елены Костюченко о днях, которые она провела на этой войне. Мы много говорим о военной технике, о тактике, об обстрелах, но почти ничего про то, что такое война. Война - это страх, война - это кровь, война - это полный слом привычного уклада жизни, война - это смерть. Послушайте Елену.\n\n\n', {'type': 'link', 'text': 'https://youtu.be/WFIytREEvmk'}, '']","[{'type': 'plain', 'text': 'Самое жуткое видео на канале. В нем нет фото разрушений или чудовищных цифр. Это просто рассказ журналистки Елены Костюченко о днях, которые она провела на этой войне. Мы много говорим о военной технике, о тактике, об обстрелах, но почти ничего про то, что такое война. Война - это страх, война - это кровь, война - это полный слом привычного уклада жизни, война - это смерть. Послушайте Елену.\n\n\n'}, {'type': 'link', 'text': 'https://youtu.be/WFIytREEvmk'}, {'type': 'plain', 'text': ''}]",,,,,,,,,,,,,,,,
112,3226,message,2022-03-15T21:58:42,1647370722,Накипело. Майкл Наки,channel1136078154,"['Начинаем ', {'type': 'text_link', 'text': 'стрим', 'href': 'https://youtu.be/boI6IsjWLoI'}, ' с Сергеем Алексашенко.']","[{'type': 'plain', 'text': 'Начинаем '}, {'type': 'text_link', 'text': 'стрим', 'href': 'https://youtu.be/boI6IsjWLoI'}, {'type': 'plain', 'text': ' с Сергеем Алексашенко.'}]",,,PLUSHEV/ПЛЮЩЕВ,,,,,,,,,,,,,
113,3227,message,2022-03-16T13:45:14,1647427514,Накипело. Майкл Наки,channel1136078154,"['20 дней идет война. Бессмысленная идиотская война. В ней гибнут граждане Украины, в ней гибнут российские солдаты, в ней гибнут остатки репутации нашей страны. По версиям Путина, нужна она то ли ради борьбы с НАТО, то ли ради борьбы с химоружием, то ли для победы над нацизмом - в общем, он не определился. Тем не менее, я считаю необходимым фиксировать каждый день этой войны. Чтобы люди услышали и поняли ужас происходящего.\n\nВ новой сводке обсудили с Русланом Левиевым удары по Донецку ракетами Точка-У, обстрелы Киева, новые “призывы” срочников и многое другое.\n\n', {'type': 'link', 'text': 'https://youtu.be/2bBCKCarhdc'}, '']","[{'type': 'plain', 'text': '20 дней идет война. Бессмысленная идиотская война. В ней гибнут граждане Украины, в ней гибнут российские солдаты, в ней гибнут остатки репутации нашей страны. По версиям Путина, нужна она то ли ради борьбы с НАТО, то ли ради борьбы с химоружием, то ли для победы над нацизмом - в общем, он не определился. Тем не менее, я считаю необходимым фиксировать каждый день этой войны. Чтобы люди услышали и поняли ужас происходящего.\n\nВ новой сводке обсудили с Русланом Левиевым удары по Донецку ракетами Точка-У, обстрелы Киева, новые “призывы” срочников и многое другое.\n\n'}, {'type': 'link', 'text': 'https://youtu.be/2bBCKCarhdc'}, {'type': 'plain', 'text': ''}]",2022-03-16T13:51:15,1647427875,,,,,,,,,,,,,,
114,3228,message,2022-03-16T16:53:06,1647438786,Накипело. Майкл Наки,channel1136078154,"['Дмитрий Быков в гостях нашей новой программы «Честное слово» на канале «Популярная политика». \n\nНино Росебашвили поговорит с ним о самых актуальных событиях недели и задаст ему ваши вопросы — пишите их в чат трансляции!\n\nНачнём через 10 минут, подключайтесь: ', {'type': 'link', 'text': 'youtu.be/b3qrlXwFlv8'}, '']","[{'type': 'plain', 'text': 'Дмитрий Быков в гостях нашей новой программы «Честное слово» на канале «Популярная политика». \n\nНино Росебашвили поговорит с ним о самых актуальных событиях недели и задаст ему ваши вопросы — пишите их в чат трансляции!\n\nНачнём через 10 минут, подключайтесь: '}, {'type': 'link', 'text': 'youtu.be/b3qrlXwFlv8'}, {'type': 'plain', 'text': ''}]",,,Команда Навального,,,,,,,,,,,,,
115,3229,message,2022-03-16T18:38:09,1647445089,Накипело. Майкл Наки,channel1136078154,"['Премьера: \n\n', {'type': 'link', 'text': 'https://youtu.be/WPVhheTiocM'}, '']","[{'type': 'plain', 'text': 'Премьера: \n\n'}, {'type': 'link', 'text': 'https://youtu.be/WPVhheTiocM'}, {'type': 'plain', 'text': ''}]",,,,,,,,,,,,,,,,
116,3231,message,2022-03-17T10:26:20,1647501980,Накипело. Майкл Наки,channel1136078154,"['Вот официальный аккаунт RT. В середине вчерашнего дня там появился пост, что в драматическом театре множество мирных жителей. \n\nЗатем по нему был нанесён удар российскими силами. \n\nЯвка с повинной.\n\n', {'type': 'link', 'text': 'https://t.me/rt_russian/100038'}, '']","[{'type': 'plain', 'text': 'Вот официальный аккаунт RT. В середине вчерашнего дня там появился пост, что в драматическом театре множество мирных жителей. \n\nЗатем по нему был нанесён удар российскими силами. \n\nЯвка с повинной.\n\n'}, {'type': 'link', 'text': 'https://t.me/rt_russian/100038'}, {'type': 'plain', 'text': ''}]",,,,,,,,,,,,,,,,
117,3232,message,2022-03-17T13:16:06,1647512166,Накипело. Майкл Наки,channel1136078154,"['Каждый раз, когда тебе кажется, что ты уже начал привыкать к войне, российские солдаты находят, как вновь ввергнуть всех в шок. Чудовищный удар по драмтеатру в Мариуполе – преступление, которое ничем нельзя оправдать. Сотни людей, которые прятались в его подвале – стали мишенью ВКС России. В это время гогочет в своем телеграме Кадыров, в очередной раз рассказывая сказки про свои войска.\n\nОбсудили с Русланом Левиевым итоги 21го дня войны.\n\n', {'type': 'link', 'text': 'https://youtu.be/fWHBTK57JZw'}, '']","[{'type': 'plain', 'text': 'Каждый раз, когда тебе кажется, что ты уже начал привыкать к войне, российские солдаты находят, как вновь ввергнуть всех в шок. Чудовищный удар по драмтеатру в Мариуполе – преступление, которое ничем нельзя оправдать. Сотни людей, которые прятались в его подвале – стали мишенью ВКС России. В это время гогочет в своем телеграме Кадыров, в очередной раз рассказывая сказки про свои войска.\n\nОбсудили с Русланом Левиевым итоги 21го дня войны.\n\n'}, {'type': 'link', 'text': 'https://youtu.be/fWHBTK57JZw'}, {'type': 'plain', 'text': ''}]",,,,,,,,,,,,,,,,
118,3233,message,2022-03-17T16:31:11,1647523871,Накипело. Майкл Наки,channel1136078154,"['Для всего мира украинцы сейчас защищают свою Родину, у них идет Отечественная война. Путин не ожидал такого рьяного и самоотверженного сопротивления не только ВСУ, но и обычных граждан страны. Места в территориальной обороне заканчиваются практически сразу, как только объявляется набор. Люди с оружием в руках готовы защищать себя и свою страну. Никогда ещё Украина не была так едина. Я поговорил с Юлией из Киева, которая рассказала, как устроена сейчас жизнь людей, и на что они готовы пойти, чтобы отстоять свой дом, и как относятся к Зеленскому\n\n', {'type': 'link', 'text': 'https://youtu.be/-rNFpeKhh5g'}, '']","[{'type': 'plain', 'text': 'Для всего мира украинцы сейчас защищают свою Родину, у них идет Отечественная война. Путин не ожидал такого рьяного и самоотверженного сопротивления не только ВСУ, но и обычных граждан страны. Места в территориальной обороне заканчиваются практически сразу, как только объявляется набор. Люди с оружием в руках готовы защищать себя и свою страну. Никогда ещё Украина не была так едина. Я поговорил с Юлией из Киева, которая рассказала, как устроена сейчас жизнь людей, и на что они готовы пойти, чтобы отстоять свой дом, и как относятся к Зеленскому\n\n'}, {'type': 'link', 'text': 'https://youtu.be/-rNFpeKhh5g'}, {'type': 'plain', 'text': ''}]",,,,,,,,,,,,,,,,
119,3235,message,2022-03-17T21:34:25,1647542065,Накипело. Майкл Наки,channel1136078154,"['Война происходит сейчас не только на полях сражений, она так же идёт и в информационном пространстве. Владимир Путин пытается убедить россиян, что никакой войны нет, а кадров разбомбленных украинских городов не существует. Но пропаганда периодически дает сбой, кто-то по-тихому уходит с федеральных каналов, кто-то устраивает настоящие акции протеста, как Марина Овсянникова. Поговорили с Сергеем Пархоменко о том, как работает пропаганда, и почему она дает сбой.\n\n', {'type': 'link', 'text': 'https://youtu.be/MxKQJwT5mXY'}, '']","[{'type': 'plain', 'text': 'Война происходит сейчас не только на полях сражений, она так же идёт и в информационном пространстве. Владимир Путин пытается убедить россиян, что никакой войны нет, а кадров разбомбленных украинских городов не существует. Но пропаганда периодически дает сбой, кто-то по-тихому уходит с федеральных каналов, кто-то устраивает настоящие акции протеста, как Марина Овсянникова. Поговорили с Сергеем Пархоменко о том, как работает пропаганда, и почему она дает сбой.\n\n'}, {'type': 'link', 'text': 'https://youtu.be/MxKQJwT5mXY'}, {'type': 'plain', 'text': ''}]",,,,,,,,,,,,,,,,
120,3236,message,2022-03-17T22:20:40,1647544840,Накипело. Майкл Наки,channel1136078154,"['Начинаем ', {'type': 'text_link', 'text': 'стрим', 'href': 'https://youtu.be/YxgiDj0u0e8'}, ' с Ириной Якутенко про пропаганду!']","[{'type': 'plain', 'text': 'Начинаем '}, {'type': 'text_link', 'text': 'стрим', 'href': 'https://youtu.be/YxgiDj0u0e8'}, {'type': 'plain', 'text': ' с Ириной Якутенко про пропаганду!'}]",,,PLUSHEV/ПЛЮЩЕВ,,,,,,,,,,,,,
121,3237,message,2022-03-18T13:57:54,1647601074,Накипело. Майкл Наки,channel1136078154,"['22 дня войны – это довольно большой срок. У России, очевидно, не получается вести эффективные военные действия. Крупные города так и не взяты, а продвижение вглубь либо сильно замедлилось, либо вообще встало. Потери растут, а также есть сообщения о гибели генералов, что, по идее, нонсенс. Обсудили с Русланом Левиевым, что стало причиной настолько провальной военной кампании, как генералы ВКС России оказываются под обстрелом, и почему Киев захватить невозможно.\n\n\n', {'type': 'link', 'text': 'https://youtu.be/zooValVO9Qo'}, '']","[{'type': 'plain', 'text': '22 дня войны – это довольно большой срок. У России, очевидно, не получается вести эффективные военные действия. Крупные города так и не взяты, а продвижение вглубь либо сильно замедлилось, либо вообще встало. Потери растут, а также есть сообщения о гибели генералов, что, по идее, нонсенс. Обсудили с Русланом Левиевым, что стало причиной настолько провальной военной кампании, как генералы ВКС России оказываются под обстрелом, и почему Киев захватить невозможно.\n\n\n'}, {'type': 'link', 'text': 'https://youtu.be/zooValVO9Qo'}, {'type': 'plain', 'text': ''}]",,,,,,,,,,,,,,,,
122,3238,message,2022-03-18T18:30:45,1647617445,Накипело. Майкл Наки,channel1136078154,"['Стрим на своем месте! Встречаемся в 22 по Москве\n\n', {'type': 'link', 'text': 'https://youtu.be/XQEYxORWixY'}, '']","[{'type': 'plain', 'text': 'Стрим на своем месте! Встречаемся в 22 по Москве\n\n'}, {'type': 'link', 'text': 'https://youtu.be/XQEYxORWixY'}, {'type': 'plain', 'text': ''}]",,,,,,,,,,,,,,,,
123,3239,message,2022-03-18T18:46:13,1647618373,Накипело. Майкл Наки,channel1136078154,"['Война с Украиной очень сильно идет не по плану. Люди в окружении Путина ищут врагов и шпионов. Сначала досталось начальнику службы в ФСБ, который отвечает за внешнюю разведку. Теперь ищут тех, кто сливал данные западным спецслужбам. Ну и вишенка на торте -- служба ФСБ по защите конституционного строя, которая занимается поиском ""пятой колонны"". Именно она имела отношение к отравлению Алексея Навального. Что происходит в ФСБ обсудили с Андреем Солдатовым, который является одним из лучших специалистов в этой теме. \n\n\n', {'type': 'link', 'text': 'https://youtu.be/zR2CKwfzaO4'}, '']","[{'type': 'plain', 'text': 'Война с Украиной очень сильно идет не по плану. Люди в окружении Путина ищут врагов и шпионов. Сначала досталось начальнику службы в ФСБ, который отвечает за внешнюю разведку. Теперь ищут тех, кто сливал данные западным спецслужбам. Ну и вишенка на торте -- служба ФСБ по защите конституционного строя, которая занимается поиском ""пятой колонны"". Именно она имела отношение к отравлению Алексея Навального. Что происходит в ФСБ обсудили с Андреем Солдатовым, который является одним из лучших специалистов в этой теме. \n\n\n'}, {'type': 'link', 'text': 'https://youtu.be/zR2CKwfzaO4'}, {'type': 'plain', 'text': ''}]",,,,,,,,,,,,,,,,
124,3240,message,2022-03-18T22:04:06,1647630246,Накипело. Майкл Наки,channel1136078154,"['Начинаем', {'type': 'text_link', 'text': ' стрим', 'href': 'https://youtu.be/XQEYxORWixY'}, ' с ', {'type': 'text_link', 'text': 'Майклом', 'href': 'http://t.me/nackepelo'}, '!']","[{'type': 'plain', 'text': 'Начинаем'}, {'type': 'text_link', 'text': ' стрим', 'href': 'https://youtu.be/XQEYxORWixY'}, {'type': 'plain', 'text': ' с '}, {'type': 'text_link', 'text': 'Майклом', 'href': 'http://t.me/nackepelo'}, {'type': 'plain', 'text': '!'}]",,,PLUSHEV/ПЛЮЩЕВ,,,,,,,,,,,,,
125,3241,message,2022-03-19T14:00:47,1647687647,Накипело. Майкл Наки,channel1136078154,"Драки за сахар стали куда более популярным и народным флэшмобом, чем всяческое построение в букву Z (новую свастику)","[{'type': 'plain', 'text': 'Драки за сахар стали куда более популярным и народным флэшмобом, чем всяческое построение в букву Z (новую свастику)'}]",,,,,,,,,,,,,,,,
126,3242,message,2022-03-19T14:11:09,1647688269,Накипело. Майкл Наки,channel1136078154,"['Мариуполь. Некогда пророссийский город уже две недели в осаде. Там разрушена инфраструктура, проблема с едой и лекарствами, но он не сдается оккупантам. В ближайшее время город ждут ещё более серьезные испытания, его планируют взять. Также он примечателен тем, что там могут встретиться две самые одиозные военные силы, участвующие в войне. С одной стороны -- инстаграмный полк Кадырова, который накануне провел невероятно сложный бой с нашивкой Азова (подробности в видео, битва с пустой многоэтажкой далась чеченцам нелегко). С другой - тот самый Азов, про который ходит много слухов и легенд.\n\nПоговорили с Русланом Левиевым о том, что происходит на фронте, а также обсудили важные для понимания детали.\n\n', {'type': 'link', 'text': 'https://youtu.be/47sYmU2xLQ4'}, '']","[{'type': 'plain', 'text': 'Мариуполь. Некогда пророссийский город уже две недели в осаде. Там разрушена инфраструктура, проблема с едой и лекарствами, но он не сдается оккупантам. В ближайшее время город ждут ещё более серьезные испытания, его планируют взять. Также он примечателен тем, что там могут встретиться две самые одиозные военные силы, участвующие в войне. С одной стороны -- инстаграмный полк Кадырова, который накануне провел невероятно сложный бой с нашивкой Азова (подробности в видео, битва с пустой многоэтажкой далась чеченцам нелегко). С другой - тот самый Азов, про который ходит много слухов и легенд.\n\nПоговорили с Русланом Левиевым о том, что происходит на фронте, а также обсудили важные для понимания детали.\n\n'}, {'type': 'link', 'text': 'https://youtu.be/47sYmU2xLQ4'}, {'type': 'plain', 'text': ''}]",,,,,,,,,,,,,,,,
127,3243,message,2022-03-20T15:18:01,1647778681,Накипело. Майкл Наки,channel1136078154,"[{'type': 'text_link', 'text': 'Точка', 'href': 'https://youtu.be/5yXCQkYxB-g'}, ' сегодня, разумеется, будет, главным образом, посвящена грядущей или даже уже состоявшейся к тому моменту блокировке YouTube и другим актуальным вопросам современного российского интернета. Придут ', {'type': 'text_link', 'text': 'Григорий Бакунов', 'href': 'http://t.me/addmeto'}, ', Михаил Климарёв и Александр Исавнин.\n\nВ 21 мск.']","[{'type': 'text_link', 'text': 'Точка', 'href': 'https://youtu.be/5yXCQkYxB-g'}, {'type': 'plain', 'text': ' сегодня, разумеется, будет, главным образом, посвящена грядущей или даже уже состоявшейся к тому моменту блокировке YouTube и другим актуальным вопросам современного российского интернета. Придут '}, {'type': 'text_link', 'text': 'Григорий Бакунов', 'href': 'http://t.me/addmeto'}, {'type': 'plain', 'text': ', Михаил Климарёв и Александр Исавнин.\n\nВ 21 мск.'}]",,,PLUSHEV/ПЛЮЩЕВ,,,,,,,,,,,,,
128,3244,message,2022-03-20T16:33:49,1647783229,Накипело. Майкл Наки,channel1136078154,"['Главное достижение Путина по версии российской пропаганды – вывод России из нищеты 90-х. Сейчас он страну в неё усиленными темпами возвращает. И это ему удается куда успешнее, чем всё то, что он обещал гражданам годами. Пока солдаты Путина бомбят мирные города Украины, экономика России падает на дно с невероятной скоростью. Что ждет россиян, и чем это будет оправдывать пропаганда – рассказал Максим Миронов.\n\n\n', {'type': 'link', 'text': 'https://youtu.be/SoddjJRM1yA'}, '']","[{'type': 'plain', 'text': 'Главное достижение Путина по версии российской пропаганды – вывод России из нищеты 90-х. Сейчас он страну в неё усиленными темпами возвращает. И это ему удается куда успешнее, чем всё то, что он обещал гражданам годами. Пока солдаты Путина бомбят мирные города Украины, экономика России падает на дно с невероятной скоростью. Что ждет россиян, и чем это будет оправдывать пропаганда – рассказал Максим Миронов.\n\n\n'}, {'type': 'link', 'text': 'https://youtu.be/SoddjJRM1yA'}, {'type': 'plain', 'text': ''}]",,,,,,,,,,,,,,,,
129,3245,message,2022-03-20T18:40:30,1647790830,Накипело. Майкл Наки,channel1136078154,"['Комаровский каждый раз почти до слез, конечно \n\n', {'type': 'link', 'text': 'https://t.me/teamnavalny/10517'}, '']","[{'type': 'plain', 'text': 'Комаровский каждый раз почти до слез, конечно \n\n'}, {'type': 'link', 'text': 'https://t.me/teamnavalny/10517'}, {'type': 'plain', 'text': ''}]",,,,,,,,,,,,,,,,
130,3246,message,2022-03-20T20:08:56,1647796136,Накипело. Майкл Наки,channel1136078154,"['Когда этим людям говорили, что нельзя идти на компромисс с властью, ведь будет хуже — они отмахивались. Ну и добавляли, что не надо стоять в белом пальто. А потом, когда все это привело к ужасающим последствиям — они либо включали «товарищ Сталин, произошла чудовищная ошибка», либо как Собчак (напрямую помогавшая власти) — начали спрашивать, как этот пиздец стал возможным. \n\nВсё, что происходит — происходит благодаря вам. ВСЁ БЛАГОДАРЯ ВАМ , мои маленькие любители полутонов. \n\n', {'type': 'link', 'text': 'https://t.me/ilyashepelin/2767'}, '']","[{'type': 'plain', 'text': 'Когда этим людям говорили, что нельзя идти на компромисс с властью, ведь будет хуже — они отмахивались. Ну и добавляли, что не надо стоять в белом пальто. А потом, когда все это привело к ужасающим последствиям — они либо включали «товарищ Сталин, произошла чудовищная ошибка», либо как Собчак (напрямую помогавшая власти) — начали спрашивать, как этот пиздец стал возможным. \n\nВсё, что происходит — происходит благодаря вам. ВСЁ БЛАГОДАРЯ ВАМ , мои маленькие любители полутонов. \n\n'}, {'type': 'link', 'text': 'https://t.me/ilyashepelin/2767'}, {'type': 'plain', 'text': ''}]",,,,,,,,,,,,,,,,
131,3247,message,2022-03-21T14:06:58,1647860818,Накипело. Майкл Наки,channel1136078154,"['Вчера мы с Русланом взяли перерыв в день, но, увы, в войне перерывов нет. Российские войска прилагают максимум усилий, чтобы взять Мариуполь, и будут пытаться осуществить это в ближайшую неделю. Хотя армия РФ продолжает нести потери, и мы видим загадочные случаи гибели - например, не стало замкомандующего Черноморским флотом Андрея Палия. Обсудили 25-й день войны с Русланом Левиевым.\n\n', {'type': 'link', 'text': 'https://youtu.be/Kc8rjom5eSI'}, '']","[{'type': 'plain', 'text': 'Вчера мы с Русланом взяли перерыв в день, но, увы, в войне перерывов нет. Российские войска прилагают максимум усилий, чтобы взять Мариуполь, и будут пытаться осуществить это в ближайшую неделю. Хотя армия РФ продолжает нести потери, и мы видим загадочные случаи гибели - например, не стало замкомандующего Черноморским флотом Андрея Палия. Обсудили 25-й день войны с Русланом Левиевым.\n\n'}, {'type': 'link', 'text': 'https://youtu.be/Kc8rjom5eSI'}, {'type': 'plain', 'text': ''}]",,,,,,,,,,,,,,,,
132,3248,message,2022-03-21T16:06:25,1647867985,Накипело. Майкл Наки,channel1136078154,"['Украинские солдаты воюют за свою Родину. Путинская армия — за его дворец и яхту.\n\n', {'type': 'link', 'text': 'https://t.me/navalny/3200'}, '']","[{'type': 'plain', 'text': 'Украинские солдаты воюют за свою Родину. Путинская армия — за его дворец и яхту.\n\n'}, {'type': 'link', 'text': 'https://t.me/navalny/3200'}, {'type': 'plain', 'text': ''}]",,,,,,,,,,,,,,,,
133,3249,message,2022-03-21T21:09:26,1647886166,Накипело. Майкл Наки,channel1136078154,"['Персональные санкции льются, как из рога изобилия. У путинского окружения отнимают дворцы, яхты, активы и всё награбленное непосильным “трудом”. Но на что это влияет, и как много осталось активов у олигархов, построивших свое благосостояние на нищете страны? Обсудили с Ильей Шумановым последние санкции и их последствия.\n\n', {'type': 'link', 'text': 'https://youtu.be/NeTjpdwpPyc'}, '']","[{'type': 'plain', 'text': 'Персональные санкции льются, как из рога изобилия. У путинского окружения отнимают дворцы, яхты, активы и всё награбленное непосильным “трудом”. Но на что это влияет, и как много осталось активов у олигархов, построивших свое благосостояние на нищете страны? Обсудили с Ильей Шумановым последние санкции и их последствия.\n\n'}, {'type': 'link', 'text': 'https://youtu.be/NeTjpdwpPyc'}, {'type': 'plain', 'text': ''}]",,,,,,,,,,,,,,,,
134,3250,message,2022-03-22T00:19:36,1647897576,Накипело. Майкл Наки,channel1136078154,"['Друзья, завтра у нас первый стрим. В 20:00 Мск включайте наш с Тихоном канал в YouTube. \n- О войне и ее жертвах\n- О переговорах\n- О том, есть ли план у Вашингтона (на случай, если санкции не сработают)\n- О путинской “пятой колонне”\n- О деле Навального, разумеется\n\nВернемся в эфир так, раз по-другому пока никак. Присоединяйтесь!\n\n', {'type': 'link', 'text': 'https://www.youtube.com/user/tdzyadko/featured'}, '']","[{'type': 'plain', 'text': 'Друзья, завтра у нас первый стрим. В 20:00 Мск включайте наш с Тихоном канал в YouTube. \n- О войне и ее жертвах\n- О переговорах\n- О том, есть ли план у Вашингтона (на случай, если санкции не сработают)\n- О путинской “пятой колонне”\n- О деле Навального, разумеется\n\nВернемся в эфир так, раз по-другому пока никак. Присоединяйтесь!\n\n'}, {'type': 'link', 'text': 'https://www.youtube.com/user/tdzyadko/featured'}, {'type': 'plain', 'text': ''}]",,,Котрикадзе иностранных дел,,,,,,,,,,,,,
135,3251,message,2022-03-22T01:24:54,1647901494,Накипело. Майкл Наки,channel1136078154,"['При этом — вокруг будет РЕАЛЬНАЯ СВАСТИКА, в которую будут выкладывать детей.\n\n', {'type': 'link', 'text': 'https://t.me/PlushevChannel/16442'}, '']","[{'type': 'plain', 'text': 'При этом — вокруг будет РЕАЛЬНАЯ СВАСТИКА, в которую будут выкладывать детей.\n\n'}, {'type': 'link', 'text': 'https://t.me/PlushevChannel/16442'}, {'type': 'plain', 'text': ''}]",,,,,,,,,,,,,,,,
136,3252,message,2022-03-22T13:20:59,1647944459,Накипело. Майкл Наки,channel1136078154,"['Хуй войне. Вышли еще два эпизода подкаста. Один из разбомбленной Ахтырки и Харкова под обстрелами, где люди в этих жутких условиях пытаются помогать и поддерживать друг друга.\n\nВторой — об оккупированных городах на юге Украины, в первую очередь о Мелитополе. Где мирные митинги теперь оканчиваются кровью, а людей похищают. Вчера похищали и героиню этого эпизода Татьяну Кумок и ее отца (сейчас оба на свободе).\n\nСлушайте везде: ', {'type': 'link', 'text': 'https://zona.media/podcast/fuck-war'}, '']","[{'type': 'plain', 'text': 'Хуй войне. Вышли еще два эпизода подкаста. Один из разбомбленной Ахтырки и Харкова под обстрелами, где люди в этих жутких условиях пытаются помогать и поддерживать друг друга.\n\nВторой — об оккупированных городах на юге Украины, в первую очередь о Мелитополе. Где мирные митинги теперь оканчиваются кровью, а людей похищают. Вчера похищали и героиню этого эпизода Татьяну Кумок и ее отца (сейчас оба на свободе).\n\nСлушайте везде: '}, {'type': 'link', 'text': 'https://zona.media/podcast/fuck-war'}, {'type': 'plain', 'text': ''}]",,,"Да, Сковорода",,,,,,1280.0,1280.0,(File not included. Change data exporting settings to download.),,,,,
137,3253,message,2022-03-22T14:20:39,1647948039,Накипело. Майкл Наки,channel1136078154,"['Война продолжается, и каждый день приносит новые жертвы. Причем, с обеих сторон. Российская армия теряет солдат тысячами, а также показывает тотальную неспособность коммуницировать между собой. Отдельная история – потешный полк Кадырова, который вместо боев сейчас заставляет военных из ДНР извиняться за свои негативные оценки в адрес инстаграмного формирования. \n\nПодвели итоги 26-го дня с Русланом Левиевым.\n\n', {'type': 'link', 'text': 'https://youtu.be/MMc9glAIMoA'}, '']","[{'type': 'plain', 'text': 'Война продолжается, и каждый день приносит новые жертвы. Причем, с обеих сторон. Российская армия теряет солдат тысячами, а также показывает тотальную неспособность коммуницировать между собой. Отдельная история – потешный полк Кадырова, который вместо боев сейчас заставляет военных из ДНР извиняться за свои негативные оценки в адрес инстаграмного формирования. \n\nПодвели итоги 26-го дня с Русланом Левиевым.\n\n'}, {'type': 'link', 'text': 'https://youtu.be/MMc9glAIMoA'}, {'type': 'plain', 'text': ''}]",,,,,,,,,,,,,,,,
